Hour,Temperature (C),Humidity (%),Seasons,Holiday,Functioning Day,Precipitation,Day,Month,Year
14,22.8,39,2,0,1,0,19,5,2018
15,23.9,37,2,0,1,0,19,5,2018
16,24.5,34,2,0,1,0,19,5,2018
17,24.5,35,2,0,1,0,19,5,2018
18,24.0,34,2,0,1,0,19,5,2018
19,22.6,34,2,0,1,0,19,5,2018
20,20.9,34,2,0,1,0,19,5,2018
21,19.5,34,2,0,1,0,19,5,2018
22,18.4,34,2,0,1,0,19,5,2018
23,17.1,37,2,0,1,0,19,5,2018
0,15.8,41,2,0,1,0,20,5,2018
1,14.7,43,2,0,1,0,20,5,2018
2,13.9,43,2,0,1,0,20,5,2018
3,13.5,41,2,0,1,0,20,5,2018
4,12.8,44,2,0,1,0,20,5,2018
5,12.1,47,2,0,1,0,20,5,2018
6,11.6,46,2,0,1,0,20,5,2018
7,12.3,43,2,0,1,0,20,5,2018
8,14.1,38,2,0,1,0,20,5,2018
9,16.0,34,2,0,1,0,20,5,2018
10,17.0,37,2,0,1,0,20,5,2018
11,18.7,30,2,0,1,0,20,5,2018
12,18.8,31,2,0,1,0,20,5,2018
13,19.9,33,2,0,1,0,20,5,2018
14,20.3,30,2,0,1,0,20,5,2018
15,21.0,28,2,0,1,0,20,5,2018
16,22.2,23,2,0,1,0,20,5,2018
17,22.4,23,2,0,1,0,20,5,2018
18,22.2,22,2,0,1,0,20,5,2018
19,20.8,24,2,0,1,0,20,5,2018
20,19.0,26,2,0,1,0,20,5,2018
21,17.8,26,2,0,1,0,20,5,2018
22,16.8,29,2,0,1,0,20,5,2018
23,15.8,30,2,0,1,0,20,5,2018
0,15.3,29,2,0,1,0,21,5,2018
1,14.5,31,2,0,1,0,21,5,2018
2,13.9,0,2,0,1,0,21,5,2018
3,13.0,0,2,0,1,0,21,5,2018
4,12.4,0,2,0,1,0,21,5,2018
5,11.9,0,2,0,1,0,21,5,2018
6,11.4,0,2,0,1,0,21,5,2018
7,12.3,0,2,0,1,0,21,5,2018
8,15.3,30,2,0,1,0,21,5,2018
9,17.7,27,2,0,1,0,21,5,2018
10,19.3,27,2,0,1,0,21,5,2018
11,20.9,27,2,0,1,0,21,5,2018
12,21.8,31,2,0,1,0,21,5,2018
13,22.8,31,2,0,1,0,21,5,2018
14,23.4,36,2,0,1,0,21,5,2018
15,23.3,38,2,0,1,0,21,5,2018
16,22.7,42,2,0,1,0,21,5,2018
17,22.2,45,2,0,1,0,21,5,2018
18,21.6,48,2,0,1,0,21,5,2018
19,19.5,56,2,0,1,0,21,5,2018
20,18.4,59,2,0,1,0,21,5,2018
21,17.7,63,2,0,1,0,21,5,2018
22,16.9,65,2,0,1,0,21,5,2018
23,16.3,70,2,0,1,0,21,5,2018
0,16.0,71,2,1,1,0,22,5,2018
1,15.9,71,2,1,1,0,22,5,2018
2,15.7,74,2,1,1,0,22,5,2018
3,15.5,0,2,1,1,0,22,5,2018
4,15.6,0,2,1,1,0,22,5,2018
5,15.7,0,2,1,1,0,22,5,2018
6,15.5,0,2,1,1,0,22,5,2018
7,16.3,69,2,1,1,0,22,5,2018
8,18.2,63,2,1,1,0,22,5,2018
9,19.3,62,2,1,1,0,22,5,2018
10,20.7,55,2,1,1,0,22,5,2018
11,21.9,55,2,1,1,0,22,5,2018
12,22.9,51,2,1,1,0,22,5,2018
13,22.7,52,2,1,1,0,22,5,2018
14,22.8,53,2,1,1,0,22,5,2018
15,21.1,72,2,1,1,1,22,5,2018
16,19.5,80,2,1,1,1,22,5,2018
17,18.6,84,2,1,1,1,22,5,2018
18,17.9,93,2,1,1,1,22,5,2018
19,17.6,93,2,1,1,1,22,5,2018
20,17.2,85,2,1,1,1,22,5,2018
21,17.0,85,2,1,1,1,22,5,2018
22,16.8,87,2,1,1,1,22,5,2018
23,16.3,96,2,1,1,1,22,5,2018
0,15.8,97,2,0,1,1,23,5,2018
1,15.3,97,2,0,1,1,23,5,2018
2,15.0,97,2,0,1,1,23,5,2018
3,14.9,96,2,0,1,1,23,5,2018
4,15.0,97,2,0,1,0,23,5,2018
5,14.6,87,2,0,1,0,23,5,2018
6,13.9,83,2,0,1,0,23,5,2018
7,13.6,75,2,0,1,0,23,5,2018
8,14.6,70,2,0,1,0,23,5,2018
9,16.0,60,2,0,1,0,23,5,2018
10,17.9,56,2,0,1,0,23,5,2018
11,18.9,42,2,0,1,0,23,5,2018
12,20.1,37,2,0,1,0,23,5,2018
13,20.9,33,2,0,1,0,23,5,2018
14,22.0,33,2,0,1,0,23,5,2018
15,23.0,29,2,0,1,0,23,5,2018
16,23.0,33,2,0,1,0,23,5,2018
17,22.4,39,2,0,1,0,23,5,2018
18,21.7,40,2,0,1,0,23,5,2018
19,18.8,52,2,0,1,0,23,5,2018
20,16.7,61,2,0,1,0,23,5,2018
21,15.4,61,2,0,1,0,23,5,2018
22,14.8,59,2,0,1,0,23,5,2018
23,14.6,54,2,0,1,0,23,5,2018
0,13.7,51,2,0,1,0,24,5,2018
1,12.9,62,2,0,1,0,24,5,2018
2,12.5,54,2,0,1,0,24,5,2018
3,12.1,64,2,0,1,0,24,5,2018
4,11.7,64,2,0,1,0,24,5,2018
5,11.3,64,2,0,1,0,24,5,2018
6,11.4,67,2,0,1,0,24,5,2018
7,12.5,61,2,0,1,0,24,5,2018
8,15.2,50,2,0,1,0,24,5,2018
9,17.6,30,2,0,1,0,24,5,2018
10,19.9,27,2,0,1,0,24,5,2018
11,21.5,30,2,0,1,0,24,5,2018
12,22.1,36,2,0,1,0,24,5,2018
13,23.3,35,2,0,1,0,24,5,2018
14,23.2,36,2,0,1,0,24,5,2018
15,23.5,36,2,0,1,0,24,5,2018
16,23.5,36,2,0,1,0,24,5,2018
17,23.4,38,2,0,1,0,24,5,2018
18,22.6,39,2,0,1,0,24,5,2018
19,21.1,44,2,0,1,0,24,5,2018
20,20.0,46,2,0,1,0,24,5,2018
21,19.3,50,2,0,1,0,24,5,2018
22,18.6,54,2,0,1,0,24,5,2018
23,18.1,56,2,0,1,0,24,5,2018
0,17.6,57,2,0,1,0,25,5,2018
1,16.9,61,2,0,1,0,25,5,2018
2,16.1,70,2,0,1,0,25,5,2018
3,15.4,71,2,0,1,0,25,5,2018
4,14.8,71,2,0,1,0,25,5,2018
5,14.3,75,2,0,1,0,25,5,2018
6,13.8,74,2,0,1,0,25,5,2018
7,14.4,66,2,0,1,0,25,5,2018
8,17.1,57,2,0,1,0,25,5,2018
9,19.5,44,2,0,1,0,25,5,2018
10,21.4,30,2,0,1,0,25,5,2018
11,23.1,30,2,0,1,0,25,5,2018
12,24.4,24,2,0,1,0,25,5,2018
13,25.6,26,2,0,1,0,25,5,2018
14,26.0,23,2,0,1,0,25,5,2018
15,25.1,25,2,0,1,0,25,5,2018
16,24.3,27,2,0,1,0,25,5,2018
17,23.6,28,2,0,1,0,25,5,2018
18,23.3,32,2,0,1,0,25,5,2018
19,22.0,40,2,0,1,0,25,5,2018
20,20.4,45,2,0,1,0,25,5,2018
21,19.1,50,2,0,1,0,25,5,2018
22,18.3,54,2,0,1,0,25,5,2018
23,17.6,55,2,0,1,0,25,5,2018
0,17.0,59,2,0,1,0,26,5,2018
1,16.2,63,2,0,1,0,26,5,2018
2,15.8,66,2,0,1,0,26,5,2018
3,15.3,69,2,0,1,0,26,5,2018
4,14.8,73,2,0,1,0,26,5,2018
5,14.4,73,2,0,1,0,26,5,2018
6,14.2,72,2,0,1,0,26,5,2018
7,15.0,64,2,0,1,0,26,5,2018
8,17.8,52,2,0,1,0,26,5,2018
9,20.6,43,2,0,1,0,26,5,2018
10,23.2,41,2,0,1,0,26,5,2018
11,24.8,34,2,0,1,0,26,5,2018
12,26.2,31,2,0,1,0,26,5,2018
13,27.8,31,2,0,1,0,26,5,2018
14,28.3,30,2,0,1,0,26,5,2018
15,29.4,30,2,0,1,0,26,5,2018
16,29.0,31,2,0,1,0,26,5,2018
17,27.9,34,2,0,1,0,26,5,2018
18,27.0,33,2,0,1,0,26,5,2018
19,24.9,46,2,0,1,0,26,5,2018
20,22.3,50,2,0,1,0,26,5,2018
21,21.7,58,2,0,1,0,26,5,2018
22,21.2,60,2,0,1,0,26,5,2018
23,20.7,63,2,0,1,0,26,5,2018
0,20.1,65,2,0,1,0,27,5,2018
1,19.8,61,2,0,1,0,27,5,2018
2,19.0,62,2,0,1,0,27,5,2018
3,18.5,62,2,0,1,0,27,5,2018
4,17.9,59,2,0,1,0,27,5,2018
5,17.6,0,2,0,1,0,27,5,2018
6,17.3,62,2,0,1,0,27,5,2018
7,17.6,0,2,0,1,0,27,5,2018
8,18.3,51,2,0,1,0,27,5,2018
9,19.5,43,2,0,1,0,27,5,2018
10,21.6,33,2,0,1,0,27,5,2018
11,22.3,33,2,0,1,0,27,5,2018
12,23.4,38,2,0,1,0,27,5,2018
13,24.3,37,2,0,1,0,27,5,2018
14,24.2,36,2,0,1,0,27,5,2018
15,23.9,37,2,0,1,0,27,5,2018
16,24.0,36,2,0,1,0,27,5,2018
17,23.5,32,2,0,1,0,27,5,2018
18,23.0,36,2,0,1,0,27,5,2018
19,21.7,38,2,0,1,0,27,5,2018
20,20.6,41,2,0,1,0,27,5,2018
21,19.5,46,2,0,1,0,27,5,2018
22,18.6,50,2,0,1,0,27,5,2018
23,17.9,53,2,0,1,0,27,5,2018
0,17.3,55,2,0,1,0,28,5,2018
1,16.7,60,2,0,1,0,28,5,2018
2,16.5,58,2,0,1,0,28,5,2018
3,17.1,56,2,0,1,0,28,5,2018
4,17.2,0,2,0,1,0,28,5,2018
5,16.6,0,2,0,1,0,28,5,2018
6,16.2,0,2,0,1,0,28,5,2018
7,16.8,0,2,0,1,0,28,5,2018
8,19.5,50,2,0,1,0,28,5,2018
9,21.7,48,2,0,1,0,28,5,2018
10,23.3,49,2,0,1,0,28,5,2018
11,25.1,45,2,0,1,0,28,5,2018
12,26.3,44,2,0,1,0,28,5,2018
13,27.7,39,2,0,1,0,28,5,2018
14,28.7,36,2,0,1,0,28,5,2018
15,28.4,43,2,0,1,0,28,5,2018
16,28.1,43,2,0,1,0,28,5,2018
17,26.9,45,2,0,1,0,28,5,2018
18,26.0,39,2,0,1,0,28,5,2018
19,24.4,44,2,0,1,0,28,5,2018
20,23.0,49,2,0,1,0,28,5,2018
21,21.8,50,2,0,1,0,28,5,2018
22,21.1,54,2,0,1,0,28,5,2018
23,20.9,53,2,0,1,0,28,5,2018
0,20.6,54,2,0,1,0,29,5,2018
1,20.3,55,2,0,1,0,29,5,2018
2,20.2,56,2,0,1,0,29,5,2018
3,20.0,58,2,0,1,0,29,5,2018
4,19.8,60,2,0,1,0,29,5,2018
5,19.6,64,2,0,1,0,29,5,2018
6,19.5,64,2,0,1,0,29,5,2018
7,19.9,63,2,0,1,0,29,5,2018
8,20.5,66,2,0,1,0,29,5,2018
9,21.0,67,2,0,1,0,29,5,2018
10,21.6,68,2,0,1,0,29,5,2018
11,23.1,63,2,0,1,0,29,5,2018
12,23.1,64,2,0,1,0,29,5,2018
13,24.2,58,2,0,1,0,29,5,2018
14,25.5,53,2,0,1,0,29,5,2018
15,25.7,56,2,0,1,0,29,5,2018
16,23.6,66,2,0,1,0,29,5,2018
17,23.9,65,2,0,1,0,29,5,2018
18,23.1,68,2,0,1,0,29,5,2018
19,22.3,71,2,0,1,0,29,5,2018
20,20.1,88,2,0,1,1,29,5,2018
21,19.9,93,2,0,1,0,29,5,2018
22,19.9,85,2,0,1,0,29,5,2018
23,19.5,89,2,0,1,0,29,5,2018
0,19.1,84,2,0,1,0,30,5,2018
1,18.8,84,2,0,1,0,30,5,2018
2,18.7,83,2,0,1,0,30,5,2018
3,18.4,86,2,0,1,0,30,5,2018
4,18.3,84,2,0,1,0,30,5,2018
5,18.4,84,2,0,1,0,30,5,2018
6,18.6,84,2,0,1,0,30,5,2018
7,18.9,85,2,0,1,0,30,5,2018
8,19.3,83,2,0,1,0,30,5,2018
9,19.8,79,2,0,1,0,30,5,2018
10,21.4,71,2,0,1,0,30,5,2018
11,22.8,66,2,0,1,0,30,5,2018
12,23.2,64,2,0,1,0,30,5,2018
13,24.0,56,2,0,1,0,30,5,2018
14,24.3,58,2,0,1,0,30,5,2018
15,24.3,52,2,0,1,0,30,5,2018
16,24.7,47,2,0,1,0,30,5,2018
17,24.1,41,2,0,1,0,30,5,2018
18,23.6,42,2,0,1,0,30,5,2018
19,21.2,52,2,0,1,0,30,5,2018
20,19.1,64,2,0,1,0,30,5,2018
21,18.2,69,2,0,1,0,30,5,2018
22,17.3,76,2,0,1,0,30,5,2018
23,16.4,80,2,0,1,0,30,5,2018
0,15.8,82,2,0,1,0,31,5,2018
1,15.5,82,2,0,1,0,31,5,2018
2,15.2,84,2,0,1,0,31,5,2018
3,15.0,84,2,0,1,0,31,5,2018
4,14.8,85,2,0,1,0,31,5,2018
5,14.4,82,2,0,1,0,31,5,2018
6,14.3,82,2,0,1,0,31,5,2018
7,14.9,71,2,0,1,0,31,5,2018
8,16.9,65,2,0,1,0,31,5,2018
9,18.8,59,2,0,1,0,31,5,2018
10,20.8,54,2,0,1,0,31,5,2018
11,22.0,54,2,0,1,0,31,5,2018
12,23.7,44,2,0,1,0,31,5,2018
13,25.0,47,2,0,1,0,31,5,2018
14,25.9,43,2,0,1,0,31,5,2018
15,26.9,37,2,0,1,0,31,5,2018
16,27.3,38,2,0,1,0,31,5,2018
17,27.2,42,2,0,1,0,31,5,2018
18,26.4,42,2,0,1,0,31,5,2018
19,25.2,53,2,0,1,0,31,5,2018
20,23.1,58,2,0,1,0,31,5,2018
21,21.9,60,2,0,1,0,31,5,2018
22,21.1,59,2,0,1,0,31,5,2018
23,20.5,62,2,0,1,0,31,5,2018
0,20.1,63,3,0,1,0,1,6,2018
1,19.5,65,3,0,1,0,1,6,2018
2,19.0,72,3,0,1,0,1,6,2018
3,18.6,72,3,0,1,0,1,6,2018
4,18.1,76,3,0,1,0,1,6,2018
5,17.8,75,3,0,1,0,1,6,2018
6,17.5,76,3,0,1,0,1,6,2018
7,18.1,64,3,0,1,0,1,6,2018
8,20.6,55,3,0,1,0,1,6,2018
9,23.1,52,3,0,1,0,1,6,2018
10,25.3,45,3,0,1,0,1,6,2018
11,26.8,38,3,0,1,0,1,6,2018
12,28.2,34,3,0,1,0,1,6,2018
13,29.4,33,3,0,1,0,1,6,2018
14,29.6,31,3,0,1,0,1,6,2018
15,29.9,36,3,0,1,0,1,6,2018
16,29.9,34,3,0,1,0,1,6,2018
17,29.2,35,3,0,1,0,1,6,2018
18,28.5,36,3,0,1,0,1,6,2018
19,26.8,35,3,0,1,0,1,6,2018
20,25.0,39,3,0,1,0,1,6,2018
21,23.5,44,3,0,1,0,1,6,2018
22,22.7,44,3,0,1,0,1,6,2018
23,21.8,49,3,0,1,0,1,6,2018
0,20.9,53,3,0,1,0,2,6,2018
1,20.2,57,3,0,1,0,2,6,2018
2,19.6,60,3,0,1,0,2,6,2018
3,18.9,63,3,0,1,0,2,6,2018
4,18.3,66,3,0,1,0,2,6,2018
5,17.8,69,3,0,1,0,2,6,2018
6,17.7,68,3,0,1,0,2,6,2018
7,18.1,59,3,0,1,0,2,6,2018
8,20.4,54,3,0,1,0,2,6,2018
9,23.3,43,3,0,1,0,2,6,2018
10,25.5,33,3,0,1,0,2,6,2018
11,27.3,35,3,0,1,0,2,6,2018
12,28.3,30,3,0,1,0,2,6,2018
13,29.6,24,3,0,1,0,2,6,2018
14,29.8,23,3,0,1,0,2,6,2018
15,29.8,24,3,0,1,0,2,6,2018
16,29.6,26,3,0,1,0,2,6,2018
17,28.9,22,3,0,1,0,2,6,2018
18,27.4,29,3,0,1,0,2,6,2018
19,25.4,33,3,0,1,0,2,6,2018
20,23.4,38,3,0,1,0,2,6,2018
21,22.1,44,3,0,1,0,2,6,2018
22,21.4,48,3,0,1,0,2,6,2018
23,20.6,52,3,0,1,0,2,6,2018
0,19.7,55,3,0,1,0,3,6,2018
1,19.2,57,3,0,1,0,3,6,2018
2,18.6,60,3,0,1,0,3,6,2018
3,18.0,64,3,0,1,0,3,6,2018
4,17.4,65,3,0,1,0,3,6,2018
5,17.1,66,3,0,1,0,3,6,2018
6,16.9,62,3,0,1,0,3,6,2018
7,18.0,54,3,0,1,0,3,6,2018
8,20.3,47,3,0,1,0,3,6,2018
9,22.7,39,3,0,1,0,3,6,2018
10,24.8,34,3,0,1,0,3,6,2018
11,26.7,30,3,0,1,0,3,6,2018
12,28.7,27,3,0,1,0,3,6,2018
13,29.4,24,3,0,1,0,3,6,2018
14,29.8,26,3,0,1,0,3,6,2018
15,30.7,21,3,0,1,0,3,6,2018
16,30.4,28,3,0,1,0,3,6,2018
17,29.5,29,3,0,1,0,3,6,2018
18,29.3,25,3,0,1,0,3,6,2018
19,27.4,29,3,0,1,0,3,6,2018
20,25.3,32,3,0,1,0,3,6,2018
21,24.2,32,3,0,1,0,3,6,2018
22,23.0,38,3,0,1,0,3,6,2018
23,22.0,44,3,0,1,0,3,6,2018
0,21.4,45,3,0,1,0,4,6,2018
1,20.7,47,3,0,1,0,4,6,2018
2,20.1,49,3,0,1,0,4,6,2018
3,19.6,51,3,0,1,0,4,6,2018
4,19.4,56,3,0,1,0,4,6,2018
5,19.2,56,3,0,1,0,4,6,2018
6,18.9,53,3,0,1,0,4,6,2018
7,19.5,52,3,0,1,0,4,6,2018
8,22.1,44,3,0,1,0,4,6,2018
9,23.3,37,3,0,1,0,4,6,2018
10,25.1,40,3,0,1,0,4,6,2018
11,26.1,37,3,0,1,0,4,6,2018
12,26.3,36,3,0,1,0,4,6,2018
13,27.4,30,3,0,1,0,4,6,2018
14,26.5,43,3,0,1,0,4,6,2018
15,25.5,43,3,0,1,0,4,6,2018
16,25.5,43,3,0,1,0,4,6,2018
17,24.9,46,3,0,1,0,4,6,2018
18,24.4,48,3,0,1,0,4,6,2018
19,23.9,51,3,0,1,0,4,6,2018
20,23.4,43,3,0,1,0,4,6,2018
21,22.6,62,3,0,1,0,4,6,2018
22,22.0,64,3,0,1,0,4,6,2018
23,21.4,68,3,0,1,0,4,6,2018
0,20.5,71,3,0,1,0,5,6,2018
1,20.0,67,3,0,1,0,5,6,2018
2,19.7,66,3,0,1,0,5,6,2018
3,19.1,72,3,0,1,0,5,6,2018
4,18.5,72,3,0,1,0,5,6,2018
5,18.1,73,3,0,1,0,5,6,2018
6,17.8,73,3,0,1,0,5,6,2018
7,18.8,64,3,0,1,0,5,6,2018
8,21.5,58,3,0,1,0,5,6,2018
9,23.5,51,3,0,1,0,5,6,2018
10,25.5,43,3,0,1,0,5,6,2018
11,26.8,37,3,0,1,0,5,6,2018
12,28.2,35,3,0,1,0,5,6,2018
13,28.6,34,3,0,1,0,5,6,2018
14,28.9,34,3,0,1,0,5,6,2018
15,29.0,38,3,0,1,0,5,6,2018
16,28.8,38,3,0,1,0,5,6,2018
17,28.1,37,3,0,1,0,5,6,2018
18,27.1,40,3,0,1,0,5,6,2018
19,25.5,43,3,0,1,0,5,6,2018
20,24.0,46,3,0,1,0,5,6,2018
21,23.3,51,3,0,1,0,5,6,2018
22,22.4,54,3,0,1,0,5,6,2018
23,21.9,56,3,0,1,0,5,6,2018
0,21.2,60,3,1,1,0,6,6,2018
1,20.6,63,3,1,1,0,6,6,2018
2,20.1,65,3,1,1,0,6,6,2018
3,19.6,68,3,1,1,0,6,6,2018
4,19.2,68,3,1,1,0,6,6,2018
5,18.7,73,3,1,1,0,6,6,2018
6,18.5,73,3,1,1,0,6,6,2018
7,19.3,63,3,1,1,0,6,6,2018
8,21.2,59,3,1,1,0,6,6,2018
9,22.9,56,3,1,1,0,6,6,2018
10,24.3,53,3,1,1,0,6,6,2018
11,25.8,52,3,1,1,0,6,6,2018
12,27.3,51,3,1,1,0,6,6,2018
13,27.3,52,3,1,1,0,6,6,2018
14,27.4,50,3,1,1,0,6,6,2018
15,27.6,49,3,1,1,0,6,6,2018
16,27.9,47,3,1,1,0,6,6,2018
17,27.4,48,3,1,1,0,6,6,2018
18,26.6,52,3,1,1,0,6,6,2018
19,24.9,56,3,1,1,0,6,6,2018
20,23.4,64,3,1,1,0,6,6,2018
21,22.1,72,3,1,1,0,6,6,2018
22,20.8,78,3,1,1,0,6,6,2018
23,20.1,77,3,1,1,0,6,6,2018
0,19.6,82,3,0,1,0,7,6,2018
1,19.1,86,3,0,1,0,7,6,2018
2,18.8,88,3,0,1,0,7,6,2018
3,18.4,88,3,0,1,0,7,6,2018
4,18.1,88,3,0,1,0,7,6,2018
5,17.8,91,3,0,1,0,7,6,2018
6,18.1,88,3,0,1,0,7,6,2018
7,18.6,85,3,0,1,0,7,6,2018
8,18.9,82,3,0,1,0,7,6,2018
9,20.5,73,3,0,1,0,7,6,2018
10,22.0,69,3,0,1,0,7,6,2018
11,23.4,62,3,0,1,0,7,6,2018
12,25.0,56,3,0,1,0,7,6,2018
13,26.7,47,3,0,1,0,7,6,2018
14,28.2,44,3,0,1,0,7,6,2018
15,29.3,41,3,0,1,0,7,6,2018
16,29.3,41,3,0,1,0,7,6,2018
17,28.2,51,3,0,1,0,7,6,2018
18,25.6,57,3,0,1,0,7,6,2018
19,24.0,60,3,0,1,0,7,6,2018
20,22.8,67,3,0,1,0,7,6,2018
21,21.5,69,3,0,1,0,7,6,2018
22,20.9,71,3,0,1,0,7,6,2018
23,20.3,77,3,0,1,0,7,6,2018
0,19.1,82,3,0,1,0,8,6,2018
1,18.8,84,3,0,1,0,8,6,2018
2,18.6,84,3,0,1,0,8,6,2018
3,18.6,83,3,0,1,0,8,6,2018
4,18.5,82,3,0,1,0,8,6,2018
5,18.6,81,3,0,1,0,8,6,2018
6,18.8,78,3,0,1,0,8,6,2018
7,19.1,73,3,0,1,0,8,6,2018
8,19.7,69,3,0,1,0,8,6,2018
9,21.2,62,3,0,1,0,8,6,2018
10,21.9,62,3,0,1,0,8,6,2018
11,21.9,64,3,0,1,0,8,6,2018
12,23.1,56,3,0,1,0,8,6,2018
13,24.2,58,3,0,1,0,8,6,2018
14,25.0,54,3,0,1,0,8,6,2018
15,26.2,51,3,0,1,0,8,6,2018
16,26.6,49,3,0,1,0,8,6,2018
17,26.9,49,3,0,1,0,8,6,2018
18,26.2,54,3,0,1,0,8,6,2018
19,24.5,63,3,0,1,0,8,6,2018
20,22.6,71,3,0,1,0,8,6,2018
21,21.2,77,3,0,1,0,8,6,2018
22,20.5,78,3,0,1,0,8,6,2018
23,20.0,79,3,0,1,0,8,6,2018
0,19.7,83,3,0,1,0,9,6,2018
1,19.7,81,3,0,1,0,9,6,2018
2,19.4,84,3,0,1,0,9,6,2018
3,19.1,84,3,0,1,0,9,6,2018
4,19.0,83,3,0,1,0,9,6,2018
5,19.0,85,3,0,1,0,9,6,2018
6,19.0,84,3,0,1,0,9,6,2018
7,20.2,73,3,0,1,0,9,6,2018
8,21.9,62,3,0,1,0,9,6,2018
9,24.0,55,3,0,1,0,9,6,2018
10,25.8,49,3,0,1,0,9,6,2018
11,27.2,46,3,0,1,0,9,6,2018
12,28.2,42,3,0,1,0,9,6,2018
13,28.8,42,3,0,1,0,9,6,2018
14,30.1,35,3,0,1,0,9,6,2018
15,29.6,40,3,0,1,0,9,6,2018
16,28.7,40,3,0,1,0,9,6,2018
17,28.2,39,3,0,1,0,9,6,2018
18,27.3,42,3,0,1,0,9,6,2018
19,25.7,47,3,0,1,0,9,6,2018
20,23.7,62,3,0,1,1,9,6,2018
21,22.4,72,3,0,1,1,9,6,2018
22,21.0,75,3,0,1,0,9,6,2018
23,20.7,66,3,0,1,0,9,6,2018
0,20.2,66,3,0,1,0,10,6,2018
1,19.7,71,3,0,1,1,10,6,2018
2,19.2,69,3,0,1,0,10,6,2018
3,18.6,78,3,0,1,0,10,6,2018
4,18.3,72,3,0,1,0,10,6,2018
5,18.4,70,3,0,1,0,10,6,2018
6,18.3,71,3,0,1,0,10,6,2018
7,18.4,68,3,0,1,0,10,6,2018
8,19.0,65,3,0,1,0,10,6,2018
9,19.2,65,3,0,1,0,10,6,2018
10,20.2,62,3,0,1,0,10,6,2018
11,21.3,56,3,0,1,0,10,6,2018
12,23.2,50,3,0,1,0,10,6,2018
13,24.2,48,3,0,1,0,10,6,2018
14,24.1,51,3,0,1,0,10,6,2018
15,24.8,49,3,0,1,0,10,6,2018
16,24.8,51,3,0,1,0,10,6,2018
17,24.6,52,3,0,1,0,10,6,2018
18,24.1,53,3,0,1,0,10,6,2018
19,23.4,55,3,0,1,0,10,6,2018
20,22.8,55,3,0,1,0,10,6,2018
21,22.1,55,3,0,1,0,10,6,2018
22,21.5,55,3,0,1,0,10,6,2018
23,20.9,56,3,0,1,0,10,6,2018
0,20.3,58,3,0,1,0,11,6,2018
1,19.8,59,3,0,1,0,11,6,2018
2,19.2,60,3,0,1,0,11,6,2018
3,18.8,61,3,0,1,0,11,6,2018
4,18.8,60,3,0,1,0,11,6,2018
5,18.8,61,3,0,1,0,11,6,2018
6,18.6,61,3,0,1,0,11,6,2018
7,19.1,59,3,0,1,0,11,6,2018
8,20.7,55,3,0,1,0,11,6,2018
9,22.2,48,3,0,1,0,11,6,2018
10,23.7,47,3,0,1,0,11,6,2018
11,23.2,52,3,0,1,0,11,6,2018
12,23.2,52,3,0,1,0,11,6,2018
13,23.7,49,3,0,1,0,11,6,2018
14,23.9,47,3,0,1,0,11,6,2018
15,22.2,60,3,0,1,0,11,6,2018
16,22.0,60,3,0,1,0,11,6,2018
17,20.7,72,3,0,1,0,11,6,2018
18,19.8,80,3,0,1,0,11,6,2018
19,19.4,85,3,0,1,1,11,6,2018
20,19.1,84,3,0,1,0,11,6,2018
21,19.0,82,3,0,1,0,11,6,2018
22,19.0,76,3,0,1,0,11,6,2018
23,18.2,93,3,0,1,1,11,6,2018
0,18.0,94,3,0,1,1,12,6,2018
1,17.7,92,3,0,1,0,12,6,2018
2,17.7,87,3,0,1,0,12,6,2018
3,17.5,87,3,0,1,0,12,6,2018
4,17.5,84,3,0,1,0,12,6,2018
5,17.2,87,3,0,1,0,12,6,2018
6,16.7,85,3,0,1,0,12,6,2018
7,17.1,77,3,0,1,0,12,6,2018
8,19.0,67,3,0,1,0,12,6,2018
9,21.1,60,3,0,1,0,12,6,2018
10,22.1,53,3,0,1,0,12,6,2018
11,22.9,54,3,0,1,0,12,6,2018
12,24.0,51,3,0,1,0,12,6,2018
13,25.7,46,3,0,1,0,12,6,2018
14,25.6,45,3,0,1,0,12,6,2018
15,26.2,42,3,0,1,0,12,6,2018
16,26.2,47,3,0,1,0,12,6,2018
17,26.4,47,3,0,1,0,12,6,2018
18,24.9,53,3,0,1,0,12,6,2018
19,23.1,58,3,0,1,0,12,6,2018
20,21.6,62,3,0,1,0,12,6,2018
21,20.6,70,3,0,1,0,12,6,2018
22,20.0,70,3,0,1,0,12,6,2018
23,19.5,72,3,0,1,0,12,6,2018
0,19.3,76,3,0,1,0,13,6,2018
1,18.9,77,3,0,1,0,13,6,2018
2,18.4,75,3,0,1,0,13,6,2018
3,18.5,73,3,0,1,0,13,6,2018
4,18.7,74,3,0,1,0,13,6,2018
5,18.6,76,3,0,1,0,13,6,2018
6,18.7,75,3,0,1,0,13,6,2018
7,19.4,69,3,0,1,0,13,6,2018
8,20.7,65,3,0,1,0,13,6,2018
9,22.6,59,3,0,1,0,13,6,2018
10,23.0,57,3,0,1,0,13,6,2018
11,24.5,51,3,0,1,0,13,6,2018
12,24.5,56,3,0,1,0,13,6,2018
13,24.9,52,3,0,1,0,13,6,2018
14,26.6,50,3,0,1,0,13,6,2018
15,25.5,50,3,0,1,0,13,6,2018
16,25.8,50,3,0,1,0,13,6,2018
17,25.6,57,3,0,1,0,13,6,2018
18,23.4,63,3,0,1,0,13,6,2018
19,22.8,64,3,0,1,0,13,6,2018
